  -3.1136364e+00   1.2090909e+00   1.0000000e+00
  -1.9954545e+00   1.4545455e+00   1.0000000e+00
  -1.4772727e+00   1.3181818e+00   1.0000000e+00
  -7.4090909e-01   3.6363636e-01   1.0000000e+00
  -8.6363636e-02   6.3636364e-01   1.0000000e+00
   1.8227273e+00   9.6363636e-01   1.0000000e+00
   3.0500000e+00   2.5454545e-01   1.0000000e+00
   5.5318182e+00  -1.8181818e+00   1.0000000e+00
   4.8500000e+00  -1.9545455e+00   1.0000000e+00
   3.0227273e+00  -3.5090909e+00   1.0000000e+00
   2.5863636e+00  -2.3363636e+00   1.0000000e+00
  -3.5909091e-01  -3.1272727e+00   1.0000000e+00
  -4.9545455e-01  -1.8181818e+00   1.0000000e+00
  -1.1363636e-01  -1.0818182e+00   1.0000000e+00
   4.3181818e-01  -5.3636364e-01   1.0000000e+00
   8.9545455e-01  -1.8181818e-02   1.0000000e+00
   1.7136364e+00  -7.2727273e-02   1.0000000e+00
   1.9318182e+00   3.3636364e-01   1.0000000e+00
   1.5772727e+00  -5.9090909e-01   1.0000000e+00
   4.8636364e-01  -7.8181818e-01   1.0000000e+00
   2.1772727e+00   4.7818182e+00  -1.0000000e+00
   1.7409091e+00   4.3727273e+00  -1.0000000e+00
   1.4136364e+00   4.3727273e+00  -1.0000000e+00
   9.7727273e-01   4.7545455e+00  -1.0000000e+00
   4.6590909e+00   1.4272727e+00  -1.0000000e+00
   5.8590909e+00   1.3727273e+00  -1.0000000e+00
   5.7227273e+00   1.1272727e+00  -1.0000000e+00
   6.0500000e+00   7.4545455e-01  -1.0000000e+00
   6.4318182e+00   2.2727273e-01  -1.0000000e+00
   6.8136364e+00   3.3636364e-01  -1.0000000e+00
   6.8954545e+00   1.2909091e+00  -1.0000000e+00
   6.2681818e+00   1.6181818e+00  -1.0000000e+00
   7.2227273e+00   4.4000000e+00  -1.0000000e+00
   5.8863636e+00   3.9090909e+00  -1.0000000e+00
   6.2136364e+00   3.4181818e+00  -1.0000000e+00
   4.0045455e+00   4.5636364e+00  -1.0000000e+00
  -9.3181818e-01   4.6727273e+00  -1.0000000e+00
   7.4409091e+00  -1.9545455e+00  -1.0000000e+00
   7.1136364e+00  -8.0909091e-01  -1.0000000e+00
   7.4409091e+00   1.4000000e+00  -1.0000000e+00
