   4.2998125e+00   6.0796714e+00   1.0000000e+00
  -3.4912638e+00   4.9462551e+00   1.0000000e+00
  -7.0335764e+00   6.0304244e+00   1.0000000e+00
   5.3223791e+00   9.9245741e-01  -1.0000000e+00
   6.7828506e+00   5.3126104e+00   1.0000000e+00
   6.4582184e+00   6.2793329e+00   1.0000000e+00
   2.7078526e+00   4.7903632e+00  -1.0000000e+00
   2.5761216e+00   1.2035933e+01  -1.0000000e+00
  -6.9032349e+00   1.0485647e+01   1.0000000e+00
  -1.0505197e+00  -6.9269646e+00  -1.0000000e+00
   4.6245345e+00   6.8845247e+00   1.0000000e+00
  -7.3207843e-01  -1.4049289e+00  -1.0000000e+00
  -3.7204650e+00  -5.4568846e+00  -1.0000000e+00
  -5.2973018e+00   4.5889099e+00   1.0000000e+00
   3.9611700e+00   1.0669117e+00  -1.0000000e+00
   2.5668358e+00   2.4163926e+00  -1.0000000e+00
  -5.1553363e+00   4.1744159e+00   1.0000000e+00
   6.9167144e+00   7.7041418e+00   1.0000000e+00
   5.0127691e+00   4.4206006e-03  -1.0000000e+00
   6.2119684e+00   6.8833734e+00   1.0000000e+00
   3.9798781e+00   6.8791354e+00   1.0000000e+00
  -1.0440819e+00  -1.6817065e+00  -1.0000000e+00
   9.7801731e+00   4.7414246e+00   1.0000000e+00
   6.3126988e+00   6.0466529e+00   1.0000000e+00
   9.0266405e+00   4.3750608e+00   1.0000000e+00
  -4.6379810e+00   8.0235932e+00   1.0000000e+00
   4.3405840e+00   1.1448178e+01  -1.0000000e+00
  -1.4802444e+00  -6.8517292e+00  -1.0000000e+00
   8.7949815e+00   6.1181516e+00   1.0000000e+00
   5.7465889e+00   1.6131436e+00  -1.0000000e+00
   3.5283462e+00   1.3291245e+00  -1.0000000e+00
   4.6761134e+00   1.0453781e+01  -1.0000000e+00
   7.7858229e+00   6.3898936e+00   1.0000000e+00
   6.7477761e+00   6.1663030e+00   1.0000000e+00
   8.2072959e+00   5.9465808e+00   1.0000000e+00
  -5.4809891e+00   9.6457813e+00   1.0000000e+00
   5.0563706e+00  -1.8771218e-01  -1.0000000e+00
  -4.6006156e+00   6.4480485e+00   1.0000000e+00
  -5.2603970e-01   4.4315512e+00   1.0000000e+00
   1.0480962e+00   7.9645759e+00  -1.0000000e+00
   5.7830299e+00  -6.5275513e-01  -1.0000000e+00
  -3.7666463e+00  -5.3086988e+00  -1.0000000e+00
  -9.4738026e-01  -7.0075929e+00  -1.0000000e+00
  -6.4878305e+00   5.7224804e+00   1.0000000e+00
   8.3602726e+00   5.2115265e+00   1.0000000e+00
